0522c0251,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0251_foreground_dil13.nii.gz
0522c0253,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0253_foreground_dil13.nii.gz
0522c0328,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0328_foreground_dil13.nii.gz
0522c0555,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0555_foreground_dil13.nii.gz
0522c0598,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0598_foreground_dil13.nii.gz
0522c0659,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0659_foreground_dil13.nii.gz
0522c0661,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0661_foreground_dil13.nii.gz
0522c0667,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0667_foreground_dil13.nii.gz
0522c0669,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0669_foreground_dil13.nii.gz
0522c0708,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0708_foreground_dil13.nii.gz
0522c0727,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0727_foreground_dil13.nii.gz
0522c0746,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0746_foreground_dil13.nii.gz
0522c0788,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0788_foreground_dil13.nii.gz
0522c0806,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0806_foreground_dil13.nii.gz
0522c0845,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0845_foreground_dil13.nii.gz
0522c0857,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0857_foreground_dil13.nii.gz
0522c0878,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0878_foreground_dil13.nii.gz
